City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
294,Porto Novo,6.4965,2.6036,80.42,79,9,6.49,BJ,2022-02-03 00:47:36
295,Quatre Cocos,-20.2078,57.7625,80.71,90,100,30.15,MU,2022-02-03 00:49:27
296,Leh,34.1667,77.5833,7.61,90,100,3.47,IN,2022-02-03 00:51:29
297,Tandil,-37.3217,-59.1332,64.89,82,100,1.21,AR,2022-02-03 00:50:19
298,Shimoda,34.6667,138.95,50.36,52,79,23.49,JP,2022-02-03 00:51:29
299,Nyurba,63.2842,118.3319,-34.11,100,100,3.06,RU,2022-02-03 00:51:30
300,Port Blair,11.6667,92.75,73.44,88,20,0.0,IN,2022-02-03 00:51:30
301,Isiro,2.7739,27.616,68.94,43,100,1.45,CD,2022-02-03 00:51:30
302,Nishihara,26.1842,127.7558,69.08,94,75,17.27,JP,2022-02-03 00:51:31
303,Kosino,58.4127,51.2782,17.49,95,100,7.38,RU,2022-02-03 00:51:31
304,Bosobolo,4.1833,19.9,78.71,28,100,2.95,CD,2022-02-03 00:51:31
305,Horsham,51.064,-0.3272,48.47,71,75,5.75,GB,2022-02-03 00:51:32
306,Riyadh,24.6877,46.7219,51.94,38,0,4.5,SA,2022-02-03 00:49:29
307,Vossevangen,60.623,6.4229,35.62,97,100,3.31,NO,2022-02-03 00:51:32
308,Meulaboh,4.1363,96.1285,77.05,83,61,2.95,ID,2022-02-03 00:49:27
309,Guiong,6.4186,122.0258,80.42,67,90,3.24,PH,2022-02-03 00:51:32
310,Saint-Joseph,-21.3667,55.6167,79.18,93,100,32.26,RE,2022-02-03 00:51:33
311,Geraldton,-28.7667,114.6,91.81,15,0,31.07,AU,2022-02-03 00:51:33
312,Castleisland,52.2333,-9.4667,46.06,93,100,4.81,IE,2022-02-03 00:51:33
313,Colomi,-17.35,-65.8667,55.08,87,83,3.0,BO,2022-02-03 00:47:13
314,Coari,-4.085,-63.1414,74.91,96,100,3.11,BR,2022-02-03 00:47:19
315,Sala,34.0389,-6.8166,48.22,100,100,3.44,MA,2022-02-03 00:51:34
316,Mustafakemalpasa,40.0353,28.4117,47.1,91,100,1.21,TR,2022-02-03 00:52:34
317,Bambanglipuro,-7.95,110.2833,81.1,72,66,4.09,ID,2022-02-03 00:52:34
318,Rio Tercero,-32.173,-64.1141,70.45,61,99,10.31,AR,2022-02-03 00:52:35
319,Karlshus,59.352,10.8723,30.76,90,100,2.3,NO,2022-02-03 00:52:35
320,San Cristobal,7.7669,-72.225,75.38,59,12,1.74,VE,2022-02-03 00:52:35
321,Bonavista,48.6499,-53.1147,21.2,75,22,20.15,CA,2022-02-03 00:52:36
322,Vardo,70.3705,31.1107,29.46,57,100,18.79,NO,2022-02-03 00:48:24
323,Adrar,20.5022,-10.0711,66.22,20,0,10.65,MR,2022-02-03 00:48:28
324,Neuruppin,52.9282,12.8031,37.98,95,75,6.67,DE,2022-02-03 00:52:36
325,Namibe,-15.1961,12.1522,71.64,73,72,8.93,AO,2022-02-03 00:52:36
326,Nsanje,-16.92,35.262,71.67,94,100,1.25,MW,2022-02-03 00:52:37
327,Pisco,-13.7,-76.2167,71.65,68,0,17.27,PE,2022-02-03 00:52:37
328,Sligo,54.2697,-8.4694,47.68,88,100,11.7,IE,2022-02-03 00:52:37
329,Chokwe,-24.5333,32.9833,75.9,75,13,5.17,MZ,2022-02-03 00:52:37
330,Terrak,65.087,12.3715,24.67,87,100,10.74,NO,2022-02-03 00:52:38
331,Sao Pedro,-22.5486,-47.9139,67.66,95,82,3.85,BR,2022-02-03 00:52:38
332,Clyde River,70.4692,-68.5914,-16.37,76,100,12.66,CA,2022-02-03 00:52:38
333,Nerchinskiy Zavod,51.3088,119.61,-20.43,96,47,2.44,RU,2022-02-03 00:52:39
334,Zhigansk,66.7697,123.3711,-12.86,98,100,7.25,RU,2022-02-03 00:52:39
335,Kaspiyskiy,45.3929,47.3707,36.61,94,100,9.62,RU,2022-02-03 00:52:39
336,Benguela,-12.5763,13.4055,74.28,75,35,3.38,AO,2022-02-03 00:52:40
337,Marabba,12.35,32.1833,72.84,18,70,10.31,SD,2022-02-03 00:52:40
338,Eureka,40.8021,-124.1637,54.75,81,14,11.01,US,2022-02-03 00:49:10
339,Karratha,-20.7377,116.8463,86.38,61,14,8.19,AU,2022-02-03 00:52:40
340,Kamaishi,39.2667,141.8833,34.75,52,34,13.76,JP,2022-02-03 00:52:40
341,Cabedelo,-6.9811,-34.8339,81.27,75,59,11.41,BR,2022-02-03 00:49:43
342,Port Elizabeth,-33.918,25.5701,71.1,94,75,11.5,ZA,2022-02-03 00:52:41
343,Boa Vista,2.8197,-60.6733,85.98,51,0,11.5,BR,2022-02-03 00:52:41
344,Kahului,20.8947,-156.47,84.22,66,20,14.97,US,2022-02-03 00:52:41
345,Cherskiy,68.75,161.3,-15.59,72,58,0.67,RU,2022-02-03 00:52:42
346,Shingu,33.7333,135.9833,45.59,49,100,7.34,JP,2022-02-03 00:52:42
347,Chanasma,23.7167,72.1167,61.75,93,5,7.85,IN,2022-02-03 00:52:42
348,Sinnamary,5.3833,-52.95,78.13,82,100,11.12,GF,2022-02-03 00:52:43
349,Sirnak,37.5228,42.4594,26.4,67,100,7.7,TR,2022-02-03 00:52:43
350,Carauari,-4.8828,-66.8958,74.05,98,100,2.13,BR,2022-02-03 00:52:43
351,La Ronge,55.1001,-105.2842,-16.38,69,0,4.61,CA,2022-02-03 00:52:43
352,Malpe,13.35,74.7167,74.5,89,1,3.85,IN,2022-02-03 00:52:44
353,Birao,10.2849,22.7882,68.95,22,11,4.12,CF,2022-02-03 00:52:44
354,Salina,38.8403,-97.6114,18.18,45,100,19.57,US,2022-02-03 00:52:44
355,Mount Gambier,-37.8333,140.7667,62.51,55,100,18.41,AU,2022-02-03 00:52:45
356,Umkomaas,-30.2067,30.7978,77.59,91,22,10.09,ZA,2022-02-03 00:52:45
357,Newcastle,-32.9272,151.7765,73.09,81,100,8.99,AU,2022-02-03 00:48:47
358,Nouakchott,18.0858,-15.9785,80.53,28,0,11.18,MR,2022-02-03 00:52:45
359,Betsiamites,48.9413,-68.646,36.0,95,100,13.22,CA,2022-02-03 00:52:46
360,Chokurdakh,70.6333,147.9167,-20.83,98,100,6.96,RU,2022-02-03 00:52:46
361,Yanam,16.7333,82.2167,68.4,94,100,0.6,IN,2022-02-03 00:52:46
362,Yiyang,28.5892,112.3283,37.0,80,86,3.2,CN,2022-02-03 00:52:47
363,Lompoc,34.6391,-120.4579,64.71,35,0,14.97,US,2022-02-03 00:52:47
364,Mosquera,4.7059,-74.2302,57.29,82,40,4.61,CO,2022-02-03 00:53:47
365,Manzhouli,49.6,117.4333,-12.87,91,21,6.64,CN,2022-02-03 00:53:48
366,Chernyshevskiy,63.0128,112.4714,-18.04,98,100,1.86,RU,2022-02-03 00:49:09
367,Wajid,3.8093,43.2471,75.38,63,100,16.15,SO,2022-02-03 00:53:48
368,Dicabisagan,17.0818,122.4157,76.46,76,78,3.56,PH,2022-02-03 00:53:48
369,Nizwa,22.9333,57.5333,63.03,63,0,6.44,OM,2022-02-03 00:53:48
370,Catuday,16.2923,119.8062,77.47,67,5,11.65,PH,2022-02-03 00:53:49
371,Sisimiut,66.9395,-53.6735,1.36,75,100,20.02,GL,2022-02-03 00:53:49
372,Delgado,13.7242,-89.1703,70.83,99,1,1.01,SV,2022-02-03 00:53:49
373,Salalah,17.0151,54.0924,70.86,33,0,12.66,OM,2022-02-03 00:53:50
374,Guerrero Negro,27.9769,-114.0611,63.34,37,0,15.1,MX,2022-02-03 00:53:50
375,Chicama,-7.8447,-79.1469,66.74,69,86,7.76,PE,2022-02-03 00:53:50
376,Bubaque,11.2833,-15.8333,77.81,82,32,5.59,GW,2022-02-03 00:53:51
377,Lac Du Bonnet,50.2536,-96.0612,-21.59,98,46,5.41,CA,2022-02-03 00:53:51
378,Tazmalt,36.3868,4.3989,48.88,54,0,3.09,DZ,2022-02-03 00:53:51
379,Batagay-Alyta,67.8006,130.4114,-26.32,98,67,3.24,RU,2022-02-03 00:53:51
380,Port Keats,-14.25,129.55,85.42,68,90,12.41,AU,2022-02-03 00:49:48
381,Fort Stewart,31.8722,-81.61,64.49,89,100,4.61,US,2022-02-03 00:53:52
382,Alexandria,31.2156,29.9553,51.76,82,40,6.91,EG,2022-02-03 00:53:52
383,Kokomo,40.4864,-86.1336,30.22,92,100,1.99,US,2022-02-03 00:53:52
384,Makhachkala,42.9764,47.5024,37.38,84,76,6.62,RU,2022-02-03 00:53:53
385,Wembley,-31.9333,115.8,85.68,29,0,18.41,AU,2022-02-03 00:53:53
386,Tarsus,36.9188,34.8784,53.47,76,64,10.89,TR,2022-02-03 00:53:53
387,Lucapa,-8.4192,20.7447,65.28,97,100,2.13,AO,2022-02-03 00:53:53
388,Sao Sebastiao Do Paraiso,-20.9169,-46.9914,63.61,96,100,2.33,BR,2022-02-03 00:49:15
389,Thinadhoo,0.5333,72.9333,82.0,71,0,5.01,MV,2022-02-03 00:53:54
390,Mapimi,25.8167,-103.85,71.13,27,100,18.92,MX,2022-02-03 00:53:54
391,Labuhan,-6.8844,112.2051,80.65,79,81,1.03,ID,2022-02-03 00:53:54
392,Hazorasp,41.3194,61.0742,28.24,64,0,8.01,UZ,2022-02-03 00:53:55
393,Sobolevo,54.4299,31.8996,24.19,97,100,5.86,RU,2022-02-03 00:53:55
394,Seguela,7.9611,-6.6731,69.58,17,7,3.56,CI,2022-02-03 00:53:55
395,Alofi,-19.0595,-169.9187,78.69,89,75,6.91,NU,2022-02-03 00:53:56
396,Methoni,36.8197,21.7049,51.22,88,100,20.92,GR,2022-02-03 00:53:56
397,Bakel,14.905,-12.4568,78.37,14,100,10.36,SN,2022-02-03 00:53:56
398,Padang,-0.9492,100.3543,75.25,80,70,3.44,ID,2022-02-03 00:53:57
399,Thohoyandou,-22.9456,30.485,70.12,65,6,2.01,ZA,2022-02-03 00:53:57
400,Calvinia,-31.4707,19.776,58.44,83,76,7.49,ZA,2022-02-03 00:53:57
401,Grand Bend,43.3168,-81.7498,28.31,89,100,17.0,CA,2022-02-03 00:53:58
402,Safford,32.834,-109.7076,48.52,23,19,13.58,US,2022-02-03 00:53:58
403,Rio Grande,-32.035,-52.0986,73.85,85,0,18.79,BR,2022-02-03 00:50:18
404,Mocuba,-16.8392,36.9856,69.94,98,84,2.01,MZ,2022-02-03 00:49:41
405,Pec,42.6591,20.2883,32.29,87,68,6.76,XK,2022-02-03 00:53:58
406,Aklavik,68.2191,-135.0107,-23.8,76,40,3.44,CA,2022-02-03 00:50:42
407,Porto Seguro,-16.4497,-39.0647,81.12,83,20,5.75,BR,2022-02-03 00:53:59
408,Basoko,1.2391,23.616,75.99,67,100,2.62,CD,2022-02-03 00:53:59
409,Henties Bay,-22.116,14.2845,67.86,83,2,5.39,NA,2022-02-03 00:49:36
410,Tomatlan,19.9333,-105.25,67.73,71,0,4.25,MX,2022-02-03 00:54:59
411,Atambua,-9.1061,124.8925,78.85,77,88,6.31,ID,2022-02-03 00:55:00
412,Masuguru,-11.3667,38.4167,72.5,96,51,1.72,TZ,2022-02-03 00:55:00
413,Amazar,53.858,120.875,-8.12,84,63,4.29,RU,2022-02-03 00:55:00
414,Stenlille,55.5402,11.5915,39.15,91,100,13.53,DK,2022-02-03 00:55:01
415,Manta,-0.95,-80.7333,78.58,73,75,5.75,EC,2022-02-03 00:55:01
416,Khandbari,27.3747,87.2039,46.08,75,50,2.73,NP,2022-02-03 00:55:01
417,Inirida,3.8653,-67.9239,77.58,75,37,1.77,CO,2022-02-03 00:55:02
418,Kenai,60.5544,-151.2583,23.02,87,75,4.61,US,2022-02-03 00:51:53
419,Marawi,7.9986,124.2928,69.66,82,100,2.42,PH,2022-02-03 00:55:02
420,Dong Hoi,17.4833,106.6,65.14,89,100,9.62,VN,2022-02-03 00:55:02
421,Ulladulla,-35.35,150.4667,69.87,55,40,13.4,AU,2022-02-03 00:55:03
422,Gazanjyk,39.2446,55.5154,45.36,45,0,10.83,TM,2022-02-03 00:55:03
423,Pozo Colorado,-23.4923,-58.7972,86.22,39,24,6.2,PY,2022-02-03 00:55:03
424,Linares,-35.85,-71.6,62.55,57,0,2.26,CL,2022-02-03 00:55:03
425,Oga,46.4631,10.347,30.74,97,68,6.58,IT,2022-02-03 00:55:04
426,Vytegra,61.0064,36.4481,10.71,97,98,4.16,RU,2022-02-03 00:55:04
427,Avera,33.194,-82.5271,62.47,81,100,6.46,US,2022-02-03 00:55:04
428,Salinas,36.6777,-121.6555,62.51,53,0,3.56,US,2022-02-03 00:54:54
429,Vila Franca Do Campo,37.7167,-25.4333,59.2,81,35,8.84,PT,2022-02-03 00:55:05
430,Santa Flavia,38.085,13.5351,53.38,77,35,5.99,IT,2022-02-03 00:55:05
431,Souillac,-20.5167,57.5167,80.98,89,75,29.93,MU,2022-02-03 00:55:07
432,Bandarbeyla,9.4942,50.8122,73.45,77,13,15.73,SO,2022-02-03 00:55:07
433,Minab,27.1467,57.0801,63.9,37,0,9.46,IR,2022-02-03 00:55:08
434,Kargopol,61.5071,38.9456,6.57,98,100,3.06,RU,2022-02-03 00:55:08
435,Elizabeth City,36.2946,-76.2511,46.99,89,75,6.91,US,2022-02-03 00:51:55
436,Orlik,52.5178,99.825,-22.5,96,84,2.3,RU,2022-02-03 00:55:08
437,Port Hawkesbury,45.6169,-61.3485,32.59,84,100,4.0,CA,2022-02-03 00:55:09
438,Carballo,43.213,-8.691,53.67,82,100,3.98,ES,2022-02-03 00:55:09
439,Cabo San Lucas,22.8909,-109.9124,72.61,70,66,8.61,MX,2022-02-03 00:55:09
440,Saint George,37.1041,-113.5841,39.79,21,0,8.01,US,2022-02-03 00:55:09
441,Lagunas,-5.2269,-75.6753,74.97,85,93,1.52,PE,2022-02-03 00:55:10
442,Redlands,34.0556,-117.1825,59.22,16,0,20.71,US,2022-02-03 00:55:10
443,Komsomolskiy,40.4272,71.7189,33.22,86,99,2.3,UZ,2022-02-03 00:55:10
444,Kokopo,-4.352,152.2633,81.27,76,100,14.18,PG,2022-02-03 00:55:11
445,Dauriya,49.9333,116.8667,-23.55,99,43,2.06,RU,2022-02-03 00:55:11
446,Hervey Bay,-25.2986,152.8535,86.04,81,100,5.01,AU,2022-02-03 00:50:51
447,Natal,-5.795,-35.2094,82.62,78,20,12.66,BR,2022-02-03 00:55:11
448,Yagoua,10.3411,15.2329,68.22,18,6,8.1,CM,2022-02-03 00:55:12
449,Kovdor,67.5662,30.4758,0.32,100,100,0.98,RU,2022-02-03 00:55:12
450,Fortuna,40.5982,-124.1573,54.48,81,0,8.01,US,2022-02-03 00:55:12
451,Mubi,10.2676,13.2644,63.39,31,9,3.56,NG,2022-02-03 00:55:13
452,Nabire,-3.3667,135.4833,83.59,71,100,3.11,ID,2022-02-03 00:55:13
453,Carnarvon,-24.8667,113.6333,82.47,78,6,10.36,AU,2022-02-03 00:55:13
454,Zhuanghe,39.7008,122.9911,19.87,52,0,5.61,CN,2022-02-03 00:55:13
455,Andenes,69.3143,16.1194,24.78,58,5,18.41,NO,2022-02-03 00:55:14
456,West Bay,19.3667,-81.4167,78.08,87,20,1.01,KY,2022-02-03 00:55:14
457,Itarema,-2.9248,-39.9167,79.18,79,100,10.07,BR,2022-02-03 00:51:00
458,Petropavlovsk-Kamchatskiy,53.0452,158.6483,28.99,69,75,6.71,RU,2022-02-03 00:56:15
459,Wanning,18.8003,110.3967,63.63,87,83,12.77,CN,2022-02-03 00:56:15
460,Gangapur,26.4833,76.7167,55.94,65,0,6.73,IN,2022-02-03 00:56:15
461,Torbay,47.6666,-52.7314,21.76,90,20,16.11,CA,2022-02-03 00:56:16
462,Sao Felix Do Xingu,-6.6447,-51.995,71.62,97,40,1.83,BR,2022-02-03 00:56:16
463,Tsaratanana,-16.7833,47.65,73.04,87,100,1.05,MG,2022-02-03 00:56:16
464,Shelburne,44.0787,-80.2041,26.49,95,100,10.63,CA,2022-02-03 00:52:16
465,Kungurtug,50.5994,97.5228,-19.41,96,77,1.39,RU,2022-02-03 00:56:17
466,Ibb,13.9667,44.1833,58.96,60,65,2.75,YE,2022-02-03 00:56:17
467,Tuatapere,-46.1333,167.6833,58.82,71,100,9.22,NZ,2022-02-03 00:56:17
468,Kama,56.3051,54.0936,30.49,97,100,11.5,RU,2022-02-03 00:56:18
469,Pochutla,15.7432,-96.4661,78.82,74,0,4.5,MX,2022-02-03 00:56:18
470,Tezu,27.9167,96.1667,54.32,60,94,4.25,IN,2022-02-03 00:56:18
471,Micheweni,-4.9667,39.8333,79.68,81,94,9.71,TZ,2022-02-03 00:56:19
472,Coihueco,-36.6167,-71.8333,60.58,63,6,1.5,CL,2022-02-03 00:56:19
473,Jutai,-5.1833,-68.9,74.35,94,100,2.77,BR,2022-02-03 00:56:19
474,Srednekolymsk,67.45,153.6833,-23.44,98,100,2.1,RU,2022-02-03 00:56:20
475,Lakatoro,-16.0999,167.4164,85.39,71,67,6.42,VU,2022-02-03 00:56:20
476,Gizo,-8.103,156.8419,82.26,79,100,15.12,SB,2022-02-03 00:56:20
477,Launceston,-41.45,147.1667,64.62,49,100,8.01,AU,2022-02-03 00:56:20
478,Cayenne,4.9333,-52.3333,78.1,85,75,1.99,GF,2022-02-03 00:56:21
479,Caibarien,22.5206,-79.4669,74.88,77,3,19.6,CU,2022-02-03 00:56:21
480,Yamada,39.4667,141.95,35.62,43,3,13.91,JP,2022-02-03 00:56:21
481,Eyl,7.9803,49.8164,72.41,79,21,13.47,SO,2022-02-03 00:56:22
482,Bagu,18.4228,121.3583,74.93,74,5,8.05,PH,2022-02-03 00:56:22
483,Scicli,36.7902,14.7014,49.59,72,0,7.87,IT,2022-02-03 00:56:22
484,Lata,40.1629,-8.3327,46.06,77,83,1.81,PT,2022-02-03 00:56:23
485,Channel-Port Aux Basques,47.5702,-59.1367,29.23,80,94,18.61,CA,2022-02-03 00:56:23
486,Panaba,21.2833,-88.2667,77.05,72,4,13.22,MX,2022-02-03 00:56:23
487,Taquara,-29.6506,-50.7806,79.38,91,0,2.98,BR,2022-02-03 00:56:23
488,Atbasar,51.8,68.3333,4.84,92,98,2.53,KZ,2022-02-03 00:56:24
489,Severo-Kurilsk,50.6789,156.125,30.67,76,100,10.07,RU,2022-02-03 00:56:24
490,Wukari,7.85,9.7833,72.66,20,39,5.7,NG,2022-02-03 00:56:24
491,Alyangula,-13.8483,136.4192,84.07,79,40,12.66,AU,2022-02-03 00:56:25
492,Eten,-6.9081,-79.8642,70.97,78,78,12.97,PE,2022-02-03 00:56:25
493,Mayo,38.8876,-76.5119,45.25,86,0,0.0,US,2022-02-03 00:56:25
494,Havelock,34.8791,-76.9013,55.99,82,99,1.99,US,2022-02-03 00:56:25
495,Lodwar,3.1191,35.5973,84.61,39,100,6.89,KE,2022-02-03 00:56:26
496,Awjilah,29.1081,21.2869,51.28,61,20,20.6,LY,2022-02-03 00:56:26
497,Grand-Lahou,5.1367,-5.0242,78.58,85,6,6.13,CI,2022-02-03 00:56:26
498,Bowen,-20.0167,148.2333,88.02,70,100,8.75,AU,2022-02-03 00:56:27
499,Saint Anthony,45.0205,-93.218,3.24,61,40,5.99,US,2022-02-03 00:55:37
500,Los Angeles,34.0522,-118.2437,66.13,31,0,1.99,US,2022-02-03 00:52:18
501,Praia Da Vitoria,38.7333,-27.0667,57.45,88,40,5.86,PT,2022-02-03 00:56:27
502,Bondo,3.8146,23.6866,76.46,49,100,0.6,CD,2022-02-03 00:56:27
503,Yima,34.7381,111.8839,32.04,66,94,1.86,CN,2022-02-03 00:56:28
504,Acajutla,13.5928,-89.8275,77.81,75,0,2.42,SV,2022-02-03 00:56:28
505,Naze,28.3667,129.4833,54.52,85,100,23.44,JP,2022-02-03 00:56:28
506,Fort Nelson,58.8053,-122.7002,-6.21,77,100,6.91,CA,2022-02-03 00:54:23
507,Saint-Ambroise,48.5501,-71.3324,33.62,100,100,5.75,CA,2022-02-03 00:57:29
508,Alpena,45.0617,-83.4327,21.34,72,100,7.0,US,2022-02-03 00:57:29
509,Hailun,47.45,126.9333,-8.23,95,99,2.98,CN,2022-02-03 00:57:29
510,Nantucket,41.2835,-70.0995,44.71,93,100,9.22,US,2022-02-03 00:57:30
511,Thanh Hoa,19.8,105.7667,53.87,68,100,7.27,VN,2022-02-03 00:57:30
512,Belmonte,-15.8631,-38.8828,81.1,80,100,6.15,BR,2022-02-03 00:57:30
513,Darnah,32.767,22.6367,52.11,69,20,20.47,LY,2022-02-03 00:57:30
514,North Branch,45.5113,-92.9802,3.38,62,92,5.7,US,2022-02-03 00:57:31
515,Alihe,50.5667,123.7167,-3.51,79,53,3.38,CN,2022-02-03 00:57:31
516,Wakkanai,45.4094,141.6739,19.38,86,75,3.44,JP,2022-02-03 00:57:31
517,Baker City,44.7749,-117.8344,24.82,81,100,2.01,US,2022-02-03 00:57:32
518,Chiredzi,-21.05,31.6667,71.82,72,5,1.77,ZW,2022-02-03 00:57:32
519,Yafran,32.0633,12.5286,46.6,56,100,17.87,LY,2022-02-03 00:57:32
520,Zheleznodorozhnyy,55.7503,38.0042,19.81,99,98,3.8,RU,2022-02-03 00:57:32
521,Elliot,-31.3333,27.85,64.17,72,39,5.55,ZA,2022-02-03 00:54:14
522,Tororo,0.693,34.1809,66.56,70,98,3.09,UG,2022-02-03 00:57:33
523,Matara,5.9485,80.5353,71.22,88,12,6.26,LK,2022-02-03 00:57:33
524,Jalingo,8.8833,11.3667,72.91,20,97,4.72,NG,2022-02-03 00:57:33
525,Tambopata,-12.7333,-69.1833,72.03,94,14,2.21,PE,2022-02-03 00:57:34
526,Gladstone,-23.85,151.25,85.93,70,40,11.5,AU,2022-02-03 00:57:34
527,Okhotsk,59.3833,143.3,9.66,76,100,16.08,RU,2022-02-03 00:57:34
528,Arroyo,41.6096,-4.7969,47.19,59,0,3.44,ES,2022-02-03 00:57:35
529,Kloulklubed,7.0419,134.2556,82.9,76,100,18.45,PW,2022-02-03 00:57:35
530,Diamantino,-14.4086,-56.4461,72.7,93,17,4.94,BR,2022-02-03 00:54:45
531,Kita,13.0349,-9.4895,71.24,14,5,5.68,ML,2022-02-03 00:57:35
532,San Vicente,-26.6167,-54.1333,73.72,62,1,2.46,AR,2022-02-03 00:57:36
533,Khromtau,50.2503,58.4347,11.37,91,64,8.95,KZ,2022-02-03 00:57:36
534,Wad Rawah,15.1603,33.1397,70.97,15,45,9.64,SD,2022-02-03 00:57:36
535,Parral,26.9333,-105.6667,48.92,57,100,19.89,MX,2022-02-03 00:57:37
536,Flinders,-34.5833,150.8552,73.18,62,56,14.0,AU,2022-02-03 00:57:37
537,Falavarjan,32.5553,51.5097,22.21,39,7,4.18,IR,2022-02-03 00:57:37
538,La Sarre,48.8002,-79.1996,4.24,89,100,7.99,CA,2022-02-03 00:57:38
539,Numan,9.4667,12.0333,69.91,21,56,4.61,NG,2022-02-03 00:57:38
540,Ino,33.55,133.4333,44.13,57,100,4.29,JP,2022-02-03 00:57:38
541,Quchan,37.106,58.5095,28.81,66,0,1.61,IR,2022-02-03 00:57:39
542,Mayskiy,47.6931,40.1025,44.44,97,100,7.07,RU,2022-02-03 00:57:39
543,Obzor,42.8167,27.8833,34.34,83,100,7.4,BG,2022-02-03 00:57:39
544,Skoghall,59.3232,13.4655,21.76,100,100,3.44,SE,2022-02-03 00:57:40
545,Nova Aurora,-22.8667,-52.5667,72.36,93,100,7.99,BR,2022-02-03 00:53:16
546,Yablochnyy,47.1661,142.0661,4.95,78,100,13.49,RU,2022-02-03 00:57:40
547,Pasni,25.2631,63.471,65.14,32,5,30.89,PK,2022-02-03 00:57:40
548,Tocopilla,-22.092,-70.1979,70.41,71,2,11.74,CL,2022-02-03 00:57:41
549,Vincennes,48.85,2.4333,48.15,78,100,3.0,FR,2022-02-03 00:57:41
550,Westlock,54.1502,-113.8688,0.34,89,100,10.58,CA,2022-02-03 00:58:41
551,Qaqortoq,60.7167,-46.0333,7.61,60,100,12.33,GL,2022-02-03 00:58:42
552,Klyuchi,52.2667,79.1667,-6.39,100,89,4.36,RU,2022-02-03 00:58:07
553,Coromandel,-18.4733,-47.2003,67.26,95,100,4.27,BR,2022-02-03 00:58:42
554,Morant Bay,17.8815,-76.4093,80.22,84,9,10.0,JM,2022-02-03 00:56:57
555,Turkistan,43.0,68.0,29.21,82,0,1.14,KZ,2022-02-03 00:58:42
556,Asau,46.4333,26.4,25.72,86,100,5.53,RO,2022-02-03 00:58:43
557,Kawalu,-7.3817,108.2082,79.47,75,35,1.66,ID,2022-02-03 00:58:43
558,Russell,32.3502,-85.1999,65.91,78,100,6.78,US,2022-02-03 00:58:43
559,Shubarshi,48.5872,57.1869,14.13,90,48,9.31,KZ,2022-02-03 00:58:43
560,Akyab,20.15,92.9,61.93,70,4,6.67,MM,2022-02-03 00:58:44
561,Cassilandia,-19.1133,-51.7342,71.47,95,100,3.87,BR,2022-02-03 00:58:44
562,Ronde,56.3014,10.4751,40.42,93,75,6.91,DK,2022-02-03 00:58:44
563,Swan Hill,-35.3378,143.5544,70.54,34,0,15.61,AU,2022-02-03 00:57:47
564,Skibbereen,51.55,-9.2667,50.11,88,100,9.17,IE,2022-02-03 00:56:51
565,Umm Kaddadah,13.6017,26.6876,68.18,20,7,7.0,SD,2022-02-03 00:58:45
566,Waingapu,-9.6567,120.2641,84.81,67,31,13.24,ID,2022-02-03 00:58:45
