City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
347,Faya,SA,18.3851,42.4509,59.11,71,7,3.51,clear sky
348,Sokoto,NG,13.0609,5.239,72.95,12,0,11.32,clear sky
349,Catalao,BR,-18.1658,-47.9464,79.9,67,71,1.83,broken clouds
350,Veraval,IN,20.9,70.3667,67.59,53,0,11.54,clear sky
351,La Rioja,ES,42.25,-2.5,52.05,58,100,2.39,overcast clouds
352,Pisz,PL,53.6274,21.8125,32.25,98,100,5.66,overcast clouds
353,Hearst,CA,49.6835,-83.6665,-7.35,73,90,7.2,overcast clouds
354,Channel-Port Aux Basques,CA,47.5702,-59.1367,36.45,96,100,24.85,light rain
355,Tiksi,RU,71.6872,128.8694,-10.23,100,100,4.12,overcast clouds
356,Saint Andrews,US,34.0454,-81.1293,73.62,63,100,15.75,overcast clouds
357,Nacogdoches,US,31.6002,-94.6335,39.22,97,100,10.27,moderate rain
358,Santa Rosalia,MX,27.3167,-112.2833,58.37,39,0,14.54,clear sky
359,Vilcun,CL,-38.65,-72.2333,81.91,30,100,7.11,overcast clouds
360,Longyearbyen,SJ,78.2186,15.6401,17.44,67,0,3.44,clear sky
361,Pangnirtung,CA,66.1451,-65.7125,1.4,85,100,13.8,light snow
362,Kuvshinovo,RU,57.0295,34.1725,13.26,97,93,4.32,light snow
363,Luwero,UG,0.8492,32.4731,73.54,55,100,0.43,overcast clouds
364,Bukachacha,RU,52.9833,116.9167,-17.07,96,17,4.25,few clouds
365,Sao Joao Da Barra,BR,-21.6403,-41.0511,80.69,90,100,11.99,overcast clouds
366,Lena,ES,43.1,-5.7333,42.4,92,100,0.45,overcast clouds
367,Abu Dhabi,AE,24.4667,54.3667,69.96,75,0,4.61,clear sky
368,Gashua,NG,12.871,11.0482,67.64,14,2,10.42,clear sky
369,Port Macquarie,AU,-31.4333,152.9167,64.29,94,75,9.22,broken clouds
370,Huinan,CN,42.6225,126.2614,-7.01,93,16,4.34,few clouds
371,Sur,OM,22.5667,59.5289,69.49,55,0,9.01,clear sky
372,Komsomolskiy,UZ,40.4272,71.7189,35.02,80,6,9.22,mist
373,Kapit,MY,2.0167,112.9333,73.08,99,100,1.43,light rain
374,Berlevag,NO,70.8578,29.0864,22.95,74,75,4.61,light shower snow
375,Praia Da Vitoria,PT,38.7333,-27.0667,61.05,88,40,12.64,scattered clouds
376,Miyang,CN,24.4042,103.4428,42.28,97,30,3.06,scattered clouds
377,Moerai,PF,-22.4333,-151.3333,78.84,76,20,13.13,few clouds
378,Pacific Grove,US,36.6177,-121.9166,62.31,59,93,1.99,overcast clouds
379,Voitsberg,AT,47.0333,15.15,35.53,73,100,3.65,overcast clouds
380,Sainte-Julienne,CA,45.9668,-73.7159,25.52,74,100,9.19,overcast clouds
381,Sulangan,PH,11.1373,123.7228,79.61,82,94,14.32,overcast clouds
382,Agnibilekrou,CI,7.1344,-3.2047,77.88,17,0,0.27,clear sky
383,Bonavista,CA,48.6499,-53.1147,37.11,81,100,25.03,overcast clouds
384,Yining,CN,29.0361,114.5636,38.61,93,100,2.37,overcast clouds
385,Asau,RO,46.4333,26.4,28.96,79,96,2.59,overcast clouds
386,Alofi,NU,-19.0595,-169.9187,75.09,94,100,2.3,overcast clouds
387,Hit,IQ,33.6416,42.8251,57.29,32,0,12.28,clear sky
388,Perth,AU,-31.9333,115.8333,86.18,23,10,9.22,clear sky
389,Uromi,NG,6.7,6.3333,82.24,33,20,1.57,few clouds
390,Raga,SS,8.4596,25.678,80.17,20,60,4.41,broken clouds
391,Bilma,NE,18.6853,12.9164,60.08,18,0,11.34,clear sky
392,Ngama,TD,11.7833,17.1667,71.69,10,0,9.01,clear sky
393,Don Sak,TH,9.3168,99.6918,78.46,83,10,9.6,clear sky
394,Dole,FR,47.0833,5.5,43.5,93,100,2.3,overcast clouds
395,Newport,GB,51.5877,-2.9984,50.86,88,100,16.02,overcast clouds
396,Sorland,NO,67.667,12.6934,28.26,68,100,29.66,overcast clouds
397,Kahului,US,20.8947,-156.47,74.84,75,3,5.99,clear sky
398,Katherine,AU,-14.4667,132.2667,77.32,94,100,5.75,overcast clouds
399,Peniche,PT,39.3558,-9.3811,58.62,80,97,4.5,overcast clouds
400,Njeru,UG,0.4186,33.1731,68.9,78,100,1.48,overcast clouds
401,Muyezerskiy,RU,63.9333,31.65,-4.92,100,90,1.61,overcast clouds
402,Nanortalik,GL,60.1432,-45.2371,28.71,77,100,15.55,light snow
403,Nalut,LY,30.3333,10.85,52.03,48,0,8.05,clear sky
404,Pochutla,MX,15.7432,-96.4661,88.83,36,0,10.33,clear sky
405,Lamesa,US,32.7376,-101.951,19.08,60,100,14.79,overcast clouds
406,Namibe,AO,-15.1961,12.1522,74.26,70,2,11.27,clear sky
407,Kangaatsiaq,GL,68.3065,-53.4641,6.6,75,100,7.16,overcast clouds
408,Maningrida,AU,-12.0667,134.2667,77.83,84,100,10.27,overcast clouds
409,Cabanas,CU,22.9758,-82.9219,84.56,53,0,10.07,clear sky
410,Benemerito De Las Americas,MX,16.5167,-90.6439,90.63,42,5,4.14,clear sky
411,Mandera,KE,3.9366,41.867,87.42,27,36,8.93,scattered clouds
412,Pisco,PE,-13.7,-76.2167,69.85,78,0,8.05,clear sky
413,Okhotsk,RU,59.3833,143.3,1.96,76,73,18.07,broken clouds
414,Alekseyevsk,RU,57.8406,108.3492,6.06,96,100,6.31,light snow
415,Nanpiao,CN,41.0982,120.7479,-2.76,87,3,4.92,clear sky
416,Banda Aceh,ID,5.5577,95.3222,78.51,80,94,1.25,overcast clouds
417,Payo,ID,-3.7508,103.6372,71.94,98,100,2.06,light rain
418,Mujiayingzi,CN,42.1167,118.7833,2.07,70,0,7.63,clear sky
419,Ternate,ID,0.8,127.4,78.98,82,100,5.17,overcast clouds
420,Ust-Tsilma,RU,65.441,52.1498,15.53,97,100,1.97,light snow
421,Gorontalo,ID,0.5412,123.0595,73.65,97,100,4.79,overcast clouds
422,Acari,PE,-15.4311,-74.6158,82.18,53,10,12.88,clear sky
423,Port Lincoln,AU,-34.7333,135.8667,61.7,73,61,15.1,broken clouds
424,Sao Francisco De Assis,BR,-29.5503,-55.1311,100.02,23,89,4.83,moderate rain
425,Lubao,PH,14.9167,120.55,77.14,84,66,3.58,broken clouds
426,San Antonio Ilotenango,GT,15.0547,-91.2297,67.12,27,4,4.99,clear sky
427,Polyarnyy,RU,69.1989,33.4478,1.87,90,100,0.34,overcast clouds
428,Acarau,BR,-2.8856,-40.12,84.38,68,84,17.72,broken clouds
429,Batetskiy,RU,58.6461,30.3027,9.97,99,92,1.5,overcast clouds
430,Manica,FR,49.0,-1.1667,45.81,88,98,4.74,overcast clouds
431,Kumluca,TR,36.3703,30.2869,52.14,76,100,4.61,overcast clouds
432,Daokou,CN,35.5639,114.5058,33.96,58,78,5.44,broken clouds
433,Usinsk,RU,65.9939,57.5281,19.33,96,100,9.28,light snow
434,Luanda,AO,-8.8368,13.2343,77.22,73,23,9.44,few clouds
435,Ca Mau,VN,9.1769,105.15,76.82,84,47,10.4,scattered clouds
436,Sechura,PE,-5.5569,-80.8222,83.21,50,50,16.78,scattered clouds
437,Chinhoyi,ZW,-17.3667,30.2,66.33,92,38,1.57,light rain
438,Polonnaruwa,LK,7.9333,81.0,68.31,92,0,0.69,clear sky
439,Zelenoborsk,RU,61.4669,64.0333,20.84,97,100,3.2,light snow
440,Atambua,ID,-9.1061,124.8925,73.81,91,100,2.91,overcast clouds
441,North Myrtle Beach,US,33.816,-78.68,72.25,83,100,16.11,overcast clouds
442,Ballina,AU,-28.8667,153.5667,64.94,89,97,17.76,overcast clouds
443,Molde,NO,62.7375,7.1591,44.53,93,75,8.05,broken clouds
444,Tenenkou,ML,14.4572,-4.9169,78.87,9,0,8.39,clear sky
445,Longyan,CN,25.1072,117.0225,47.23,96,100,3.33,overcast clouds
446,Dunn,US,44.95,-91.8835,6.31,51,2,5.75,clear sky
447,Dolores,AR,-36.3132,-57.6792,77.63,66,86,2.82,overcast clouds
448,Sassandra,CI,4.95,-6.0833,80.44,78,1,7.81,clear sky
449,Jiayuguan,CN,39.8167,98.3,15.76,43,53,3.29,broken clouds
450,Flinders,AU,-34.5833,150.8552,62.2,76,85,11.59,overcast clouds
451,Necochea,AR,-38.5473,-58.7368,78.04,56,100,14.88,light rain
452,Ponta Do Sol,PT,32.6667,-17.1,68.0,73,44,5.53,scattered clouds
453,Monrovia,LR,6.3005,-10.7969,87.57,78,52,8.79,broken clouds
454,Tukrah,LY,32.5341,20.5791,54.03,55,100,28.14,overcast clouds
455,Boysun,UZ,38.2061,67.1986,31.8,66,0,6.44,clear sky
456,Huambo,AO,-12.7761,15.7392,66.45,60,99,1.77,overcast clouds
457,The Valley,AI,18.217,-63.0578,80.74,65,20,8.05,few clouds
458,Guerrero,MX,17.6667,-100.0,81.86,35,1,4.18,clear sky
459,Wagga Wagga,AU,-35.1167,147.3667,53.85,56,0,4.99,clear sky
460,Praya,CV,14.9215,-23.5087,79.34,50,0,12.66,clear sky
461,Kondinskoye,RU,59.6481,67.41,25.14,96,100,13.69,snow
462,Portland,US,45.5234,-122.6762,48.45,91,100,1.01,light intensity drizzle
463,Eureka,US,40.8021,-124.1637,51.21,80,100,1.99,overcast clouds
464,Taoudenni,ML,22.6783,-3.9836,70.59,16,88,11.12,overcast clouds
465,Los Llanos De Aridane,ES,28.6585,-17.9182,67.12,74,20,1.14,few clouds
466,Singaparna,ID,-7.3515,108.111,71.22,93,98,3.85,overcast clouds
467,Leningradskiy,RU,69.3833,178.4167,-12.39,84,2,8.55,clear sky
468,Tabou,CI,4.423,-7.3528,80.91,77,5,8.03,clear sky
469,Chulman,RU,56.8479,124.9104,-13.11,96,100,8.21,overcast clouds
470,Formosa,AR,-26.1775,-58.1781,99.95,32,91,5.37,overcast clouds
471,Zhuhai,CN,22.2769,113.5678,56.05,82,40,19.57,scattered clouds
472,Barra Patuca,HN,15.8,-84.2833,82.13,65,18,9.93,few clouds
473,Kurilsk,RU,45.2333,147.8833,21.06,80,100,18.86,light snow
474,Nador,MA,35.174,-2.9287,59.25,82,0,2.3,clear sky
475,Zhanaozen,KZ,43.3,52.8,44.19,49,18,21.07,few clouds
476,Guarapari,BR,-20.6667,-40.4975,78.89,87,100,2.64,light rain
477,Tucurui,BR,-3.7661,-49.6725,84.13,71,100,1.68,overcast clouds
478,Kampot,KH,10.6167,104.1833,76.91,80,19,5.17,few clouds
479,Banikoara,BJ,11.2985,2.4386,79.02,10,8,4.54,clear sky
480,Perevolotskiy,RU,51.8763,54.1938,27.91,94,100,11.07,overcast clouds
481,Yurginskoye,RU,56.8189,67.3921,23.32,94,100,16.51,light snow
482,Birao,CF,10.2849,22.7882,78.28,16,10,3.02,clear sky
483,Tavricheskoye,RU,54.5851,73.6395,10.31,90,66,7.92,broken clouds
484,Buarcos,PT,40.166,-8.8768,57.56,91,100,2.46,overcast clouds
485,Semnan,IR,35.5729,53.3971,42.55,46,100,2.64,overcast clouds
486,Marsabit,KE,2.3284,37.9899,76.64,31,100,13.27,overcast clouds
487,Mount Gambier,AU,-37.8333,140.7667,52.07,80,7,6.44,clear sky
488,Port Blair,IN,11.6667,92.75,75.18,77,5,7.49,clear sky
489,Paranga,RU,56.7039,49.4047,6.4,99,100,3.47,overcast clouds
490,Ewa Beach,US,21.3156,-158.0072,75.69,66,0,11.39,clear sky
491,Ahuimanu,US,21.4447,-157.8378,75.45,68,0,4.0,clear sky
492,Rio Tinto,PT,41.1826,-8.5581,55.29,85,40,1.99,scattered clouds
493,Maldonado,UY,-34.6667,-54.9167,76.23,71,100,8.81,overcast clouds
494,Almeirim,BR,-1.5233,-52.5817,78.19,91,99,4.97,overcast clouds
495,Nouakchott,MR,18.0858,-15.9785,89.53,21,0,11.61,clear sky
496,Shaping,CN,22.7545,112.9565,50.95,74,61,8.66,broken clouds
497,Adrar,MR,20.5022,-10.0711,70.47,12,0,10.11,clear sky
498,Ocos,GT,14.5094,-92.1933,91.9,59,5,9.08,clear sky
499,Macon,US,39.8667,-88.9668,21.51,93,100,21.85,snow
500,Krasnogorsk,RU,55.8225,37.3181,23.34,86,100,8.95,snow
501,Manicore,BR,-5.8092,-61.3003,82.6,80,94,4.34,overcast clouds
502,Puerto Colombia,CO,10.9878,-74.9547,81.82,72,0,20.76,clear sky
503,Deputatskiy,RU,69.3,139.9,-24.16,95,97,1.54,overcast clouds
504,Bojnurd,IR,37.4747,57.329,39.85,51,100,9.91,overcast clouds
505,Chalatenango,SV,14.0333,-88.9333,88.57,27,4,2.75,clear sky
506,Caiaponia,BR,-16.9567,-51.8103,83.16,60,35,8.05,scattered clouds
507,Coos Bay,US,43.3665,-124.2179,48.85,68,14,3.71,few clouds
508,Damaturu,NG,11.747,11.9608,69.26,17,7,12.03,clear sky
509,Stornoway,GB,58.2093,-6.3865,37.36,83,20,5.99,moderate rain
510,Innisfail,AU,-17.5333,146.0333,76.14,96,100,6.38,moderate rain
511,Gillette,US,44.2911,-105.5022,23.95,45,0,7.0,clear sky
512,Glace Bay,CA,46.1969,-59.957,41.92,94,100,8.99,overcast clouds
513,Khudumelapye,BW,-23.8833,24.75,73.47,60,100,2.73,light rain
514,Talnakh,RU,69.4865,88.3972,-13.36,99,100,6.8,overcast clouds
515,Kivertsi,UA,50.8343,25.4582,29.91,84,99,5.68,overcast clouds
516,Valdivia,CL,-39.8142,-73.2459,74.57,54,100,5.75,overcast clouds
517,Soledade,BR,-28.8183,-52.5103,84.4,37,77,7.27,broken clouds
518,Hare Bay,CA,48.8499,-54.0148,36.19,74,100,17.87,overcast clouds
519,Puerto Narino,CO,-3.7703,-70.3831,82.38,81,100,3.31,heavy intensity rain
520,Dandong,CN,40.1292,124.3947,10.63,79,1,3.8,clear sky
521,Chalons-En-Champagne,FR,48.9539,4.3672,45.63,91,100,6.49,overcast clouds
522,Shenjiamen,CN,29.9576,122.298,43.81,70,92,13.0,overcast clouds
523,Gurupa,BR,-1.405,-51.64,80.38,90,100,3.47,overcast clouds
524,Hobyo,SO,5.3505,48.5268,77.56,72,14,19.04,few clouds
525,Henties Bay,NA,-22.116,14.2845,68.86,80,0,11.79,clear sky
526,Bikaner,IN,28.0167,73.3,57.74,49,0,4.38,clear sky
527,Vaitape,PF,-16.5167,-151.75,80.02,77,97,18.34,overcast clouds
528,Jam Sahib,PK,26.2958,68.6292,62.02,22,0,7.67,clear sky
529,Hailin,CN,44.5833,129.4167,-10.43,96,59,3.91,broken clouds
530,Kostomuksha,RU,64.571,30.5767,-2.9,100,94,1.3,overcast clouds
531,Salinopolis,BR,-0.6136,-47.3561,82.99,71,79,11.97,broken clouds
532,Nizhnevartovsk,RU,60.9344,76.5531,19.42,93,100,8.95,light snow
533,Santa Marta,CO,11.2408,-74.199,97.34,63,3,1.99,clear sky
534,Yaan,NG,7.3833,8.5667,85.53,13,7,5.28,clear sky
535,Mari-Turek,RU,56.7895,49.6235,5.65,100,100,3.33,overcast clouds
536,Lewisporte,CA,49.2499,-55.0482,37.13,80,100,19.1,overcast clouds
537,Winburg,ZA,-28.518,27.0093,66.88,82,15,10.38,light rain
538,Homer,US,59.6425,-151.5483,23.07,86,100,11.74,light snow
539,La Palma,US,33.8464,-118.0467,68.18,21,0,5.01,clear sky
540,San Policarpo,PH,12.1791,125.5072,79.99,86,98,15.84,very heavy rain
541,Paragominas,BR,-2.9667,-47.4833,79.32,90,100,2.64,overcast clouds
542,Olinda,BR,-8.0089,-34.8553,83.32,63,59,10.31,light rain
543,Sabang,ID,5.8933,95.3214,80.56,77,42,2.19,scattered clouds
544,Bandar-E Anzali,IR,37.4727,49.4622,53.17,60,100,3.65,overcast clouds
545,Tyler,US,32.3513,-95.3011,33.19,91,100,1.01,mist
546,San Quintin,MX,30.4833,-115.95,60.44,45,0,8.61,clear sky
547,Krasnoselkup,RU,65.7,82.4667,7.75,96,99,8.9,overcast clouds
548,Seymchan,RU,62.8833,152.4333,-16.13,93,100,4.14,overcast clouds
549,Teguise,ES,29.0605,-13.564,66.42,52,29,9.22,scattered clouds
550,Road Town,VG,18.4167,-64.6167,80.64,74,40,5.75,scattered clouds
551,Federal Way,US,47.3223,-122.3126,45.19,92,100,1.01,light rain
552,Faanui,PF,-16.4833,-151.75,80.04,77,100,18.41,overcast clouds
553,Paso De Carrasco,UY,-34.8603,-56.0522,74.95,88,100,6.91,overcast clouds
554,Camacha,PT,33.0833,-16.3333,63.54,88,40,8.05,scattered clouds
555,Takoradi,GH,4.8845,-1.7554,80.85,78,3,11.59,clear sky
556,Kolondieba,ML,11.0882,-6.8926,80.71,10,5,5.12,clear sky
557,Ancud,CL,-41.8697,-73.8203,67.23,87,73,6.15,light rain
558,Asilah,MA,35.465,-6.0348,57.16,79,7,5.66,clear sky
559,Nuuk,GL,64.1835,-51.7216,20.01,93,100,9.22,light snow
560,Karoi,ZW,-16.8099,29.6925,65.46,94,71,3.65,light rain
561,Tandil,AR,-37.3217,-59.1332,79.74,60,7,3.27,clear sky
562,Wattegama,LK,6.7989,81.4808,74.32,90,0,2.04,clear sky
563,Filingue,NE,14.3521,3.3168,73.94,11,3,11.07,clear sky
564,Sobolevo,RU,54.4299,31.8996,20.28,95,100,8.25,snow
565,Jos,NG,9.9167,8.9,65.68,17,16,6.51,few clouds
566,Aksu,CN,41.1231,80.2644,26.19,53,100,3.58,overcast clouds
567,Qianan,CN,44.9932,124.0581,-13.0,98,41,4.5,scattered clouds
568,Kahuta,PK,33.5913,73.3868,46.85,95,47,0.4,scattered clouds
569,Marsa Matruh,EG,31.3525,27.2453,54.07,55,6,25.7,clear sky
570,Fukue,JP,32.6881,128.8419,45.5,51,100,13.58,overcast clouds
571,Cerqueira Cesar,BR,-23.0356,-49.1661,78.31,71,95,5.93,overcast clouds
572,Atherton,GB,53.5237,-2.4935,51.71,80,65,8.99,broken clouds
573,Balikpapan,ID,-1.2675,116.8289,79.79,83,75,2.3,light rain
574,Solnechnyy,RU,50.7214,136.6319,-11.42,98,62,2.77,broken clouds
575,Tucupita,VE,9.0622,-62.051,86.2,52,91,8.34,overcast clouds
576,Sept-Iles,CA,50.2001,-66.3821,16.32,62,75,8.99,broken clouds
577,Bandarbeyla,SO,9.4942,50.8122,75.94,64,0,18.32,clear sky
578,Bere,TD,9.3202,16.1552,78.04,14,10,5.79,clear sky
579,Saint-Michel-Des-Saints,CA,46.6834,-73.9159,13.93,79,100,9.33,overcast clouds
580,Batagay-Alyta,RU,67.8006,130.4114,-17.91,96,100,4.0,overcast clouds
581,Quelimane,MZ,-17.8786,36.8883,76.26,85,39,4.14,scattered clouds
582,Oxbow,CA,49.2333,-102.1676,1.62,87,100,10.36,overcast clouds
583,Scarborough,GB,54.2797,-0.4044,50.54,84,100,5.01,overcast clouds
584,Iwanai,JP,42.9744,140.5089,23.38,82,100,13.13,light snow
585,Canmore,CA,51.0834,-115.3521,12.24,80,81,5.03,broken clouds
586,Baculin,PH,7.4525,126.5842,75.16,95,100,0.96,light rain
587,Yarada,IN,17.65,83.2667,74.41,74,12,7.76,few clouds
588,Kirakira,SB,-10.4544,161.9205,78.17,89,100,5.93,overcast clouds
589,Yuci,CN,37.6803,112.7319,24.55,30,0,8.95,clear sky
590,Dahra,DZ,36.2546,0.8519,54.14,55,100,1.54,overcast clouds
591,Havelock,US,34.8791,-76.9013,71.06,70,100,10.0,overcast clouds
592,Suez,EG,29.9737,32.5263,55.18,56,10,20.36,clear sky
593,Sola,VU,-13.8833,167.55,77.79,89,100,15.28,overcast clouds
594,Teacapan,MX,22.55,-105.75,75.04,47,100,7.43,overcast clouds
595,Tiarei,PF,-17.5333,-149.3333,84.22,70,0,16.42,clear sky
596,Novobirilyussy,RU,56.9514,90.6661,9.34,96,100,7.02,overcast clouds
597,Lapua,FI,62.9693,23.0088,7.3,100,100,3.15,overcast clouds
598,Albury,AU,-36.0833,146.9167,55.02,100,0,4.0,clear sky
599,Hirara,JP,24.8,125.2833,68.23,77,100,18.23,overcast clouds
600,Kaeng Khoi,TH,14.5862,100.9976,80.11,71,78,2.53,broken clouds
601,Isla Mujeres,MX,21.2311,-86.731,84.25,77,0,16.98,clear sky
602,Srandakan,ID,-7.9386,110.2506,63.73,85,97,3.71,light rain
603,Naze,JP,28.3667,129.4833,55.69,77,100,16.22,overcast clouds
604,Saint Anthony,US,45.0205,-93.218,4.89,55,0,1.99,clear sky
605,Sinnamary,GF,5.3833,-52.95,78.8,85,43,11.34,scattered clouds
606,Fethiye,TR,36.6217,29.1164,46.27,77,96,5.03,overcast clouds
607,Kemijarvi,FI,66.7131,27.4306,10.0,97,100,2.51,overcast clouds
608,Wexford,IE,52.3342,-6.4575,52.66,87,100,24.27,overcast clouds
609,Mount Isa,AU,-20.7333,139.5,71.37,46,40,8.05,scattered clouds
610,Kenai,US,60.5544,-151.2583,24.1,91,100,26.46,snow
611,Malinyi,TZ,-8.9333,36.1333,72.88,96,91,1.54,moderate rain
612,Turukhansk,RU,65.8167,87.9833,0.39,95,100,12.01,overcast clouds
613,Ambovombe,MG,-25.1667,46.0833,75.02,88,20,20.11,few clouds
614,Daru,PG,-9.0763,143.2092,76.08,88,100,8.93,overcast clouds
615,Rajula,IN,21.05,71.4333,66.07,34,0,8.86,clear sky
616,Fallon,US,39.4735,-118.7774,41.92,35,40,3.44,scattered clouds
617,Kichera,RU,55.9375,110.0997,-7.98,94,78,1.3,broken clouds
618,Meiganga,CM,6.5167,14.3,74.5,21,100,8.81,overcast clouds
619,Korla,CN,41.7597,86.1469,26.15,49,100,6.35,overcast clouds
620,Concordia,AR,-31.393,-58.0209,80.78,71,100,18.01,light rain
621,Surt,LY,31.2089,16.5887,58.96,55,0,19.95,clear sky
622,Iqaluit,CA,63.7506,-68.5145,-9.31,63,100,8.99,overcast clouds
623,San Lorenzo,PY,-25.3333,-57.5333,94.59,46,75,13.0,broken clouds
624,Torremolinos,ES,36.6204,-4.4998,66.38,52,0,1.14,light rain
625,Mandan,US,46.8267,-100.8896,12.04,71,20,17.27,few clouds
626,Savinka,RU,50.0785,47.0994,32.83,99,100,8.12,overcast clouds
627,Dinguiraye,GN,11.3,-10.7167,79.57,11,0,2.28,clear sky
628,Batemans Bay,AU,-35.7167,150.1833,61.11,86,68,7.49,light rain
629,Upata,VE,8.0086,-62.3989,84.2,36,66,6.33,broken clouds
630,Mana,GF,5.6592,-53.7767,79.12,82,47,10.74,scattered clouds
631,Aden,YE,12.7794,45.0367,78.13,60,0,9.44,clear sky
632,Yola,NG,9.2,12.4833,79.47,16,2,3.06,clear sky
633,Panzhihua,CN,26.5851,101.7128,43.93,77,2,1.74,clear sky
634,Terney,RU,45.0503,136.6092,5.94,73,1,11.43,clear sky
635,Durant,US,33.994,-96.3708,23.11,86,100,18.1,overcast clouds
636,Tuljapur,IN,18.0,76.0833,69.66,38,16,10.45,few clouds
637,Kyabe,TD,9.4515,18.9449,80.73,15,14,5.03,few clouds
638,Bongandanga,CD,1.5,21.05,71.67,50,31,3.04,scattered clouds
639,Magdalena,PH,14.1999,121.429,76.42,89,91,3.96,overcast clouds
640,Pirovskoye,RU,57.6267,92.2658,9.61,95,100,7.58,overcast clouds
641,Wajir,KE,1.7471,40.0573,90.84,26,98,13.35,overcast clouds
642,Vao,NC,-22.6667,167.4833,79.9,84,96,16.11,light rain
643,Seoul,KR,37.5683,126.9778,24.24,47,79,4.27,broken clouds
644,Tacuarembo,UY,-31.7333,-55.9833,84.11,50,91,23.8,light rain
645,Angoche,MZ,-16.2325,39.9086,79.3,79,82,5.59,broken clouds
646,Puksoozero,RU,62.5903,40.6066,-3.87,100,100,2.86,overcast clouds
647,Kandi,BJ,11.1342,2.9386,78.94,11,0,4.94,clear sky
648,Khilok,RU,51.3674,110.4676,-13.14,99,93,2.66,overcast clouds
649,Karratha,AU,-20.7377,116.8463,82.36,73,89,3.78,overcast clouds
650,Tateyama,JP,34.9833,139.8667,42.1,55,91,11.39,overcast clouds
651,La Ronge,CA,55.1001,-105.2842,-11.87,88,15,6.22,few clouds
652,Koutsouras,GR,35.0339,25.9469,51.12,83,100,34.63,overcast clouds
653,Mounana,GA,-1.4085,13.1586,71.74,92,100,0.76,light rain
654,Cozumel,MX,20.5083,-86.9458,84.27,78,40,7.0,scattered clouds
655,Buala,SB,-8.145,159.5921,78.78,87,100,11.05,light rain
656,Kushiro,JP,42.975,144.3747,13.93,87,27,6.38,scattered clouds
657,Chimoio,MZ,-19.1164,33.4833,71.46,82,0,1.9,clear sky
658,Antalaha,MG,-14.9003,50.2788,77.58,83,100,5.32,overcast clouds
659,Staropavlovskaya,RU,43.8489,43.6328,31.82,76,100,0.47,overcast clouds
660,Pafos,CY,34.7667,32.4167,53.51,76,75,17.27,broken clouds
661,Buta,CD,2.7858,24.73,78.28,30,100,1.45,overcast clouds
662,Acajutla,SV,13.5928,-89.8275,92.8,58,2,10.09,clear sky
663,Yamada,JP,39.4667,141.95,28.26,58,6,6.46,clear sky
664,Carbonia,IT,39.1672,8.5222,54.99,87,71,0.67,broken clouds
665,Navalmoral De La Mata,ES,39.8916,-5.5406,56.97,74,100,4.65,overcast clouds
666,Kloulklubed,PW,7.0419,134.2556,82.96,76,67,16.08,broken clouds
667,Umm Kaddadah,SD,13.6017,26.6876,74.62,15,22,13.73,few clouds
668,Saint-Augustin,CA,51.226,-58.6502,33.64,99,100,16.75,light snow
